DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202310;1;RR;10069;ITAU;24;18835,14
202310;1;RR;52058;NUBANK;169;116228,02
202310;1;RR;30379;SANTANDER;28;16642,11
202310;1;RS;51750;BANCO SICOOB;7;6546,98
202310;1;RS;49906;BB;250;137828,84
202310;1;RS;30290;BMG;545;463851,00
202310;1;RS;10045;BRADESCO;422;312956,99
202310;1;RS;49944;BTG PACTUAL;1052;811769,79
202310;1;RS;52072;C6 BANK;182;121443,61
202310;1;RS;51626;CAIXA ECONÔMICA FEDERAL;680;430730,66
202310;1;RS;2466552;CC SICOOB VALE SUL;1;783,28
202310;1;RS;78825270;CCLA MAXI ALFA;3;2962,98
202310;1;RS;2090126;CCLA SICOOB VALCREDI SUL;1;2691,12
202310;1;RS;81014060;CCLAA ITAIPU SICOOB CREDITAIPU;1;1289,26
202310;1;RS;78862083;COOP NOVOS CAMPOS;1;4203,69
202310;1;RS;51884;INTER;2100;1557559,24
202310;1;RS;10069;ITAU;576;407165,12
202310;1;RS;52058;NUBANK;3107;2070603,07
202310;1;RS;30379;SANTANDER;610;391586,79
202310;1;RS;3632872;SICOOB CREDISUL;2;2169,42
202310;1;RS;51011;VOTORANTIM;43;42143,48
202310;1;SC;51750;BANCO SICOOB;14;8625,60
202310;1;SC;49906;BB;148;88163,97
202310;1;SC;30290;BMG;257;209404,55
202310;1;SC;10045;BRADESCO;272;188948,74
202310;1;SC;49944;BTG PACTUAL;551;447353,79
202310;1;SC;52072;C6 BANK;98;76454,04
202310;1;SC;51626;CAIXA ECONÔMICA FEDERAL;231;161630,00
202310;1;SC;85291086;CC LITORÂNEA;4;3197,99
202310;1;SC;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1256,70
202310;1;SC;86829827;CCLA DO VALE;2;2365,84
202310;1;SC;78825270;CCLA MAXI ALFA;18;26357,90
202310;1;SC;2090126;CCLA SICOOB VALCREDI SUL;1;1082,82
202310;1;SC;51884;INTER;961;818855,55
202310;1;SC;10069;ITAU;241;191448,63
202310;1;SC;52058;NUBANK;1475;1028147,19
202310;1;SC;30379;SANTANDER;225;158140,32
202310;1;SC;51011;VOTORANTIM;25;24963,34
202310;1;SE;51750;BANCO SICOOB;1;1039,97
202310;1;SE;49906;BB;80;42454,83
202310;1;SE;30290;BMG;131;92801,85
202310;1;SE;10045;BRADESCO;85;57660,72
202310;1;SE;49944;BTG PACTUAL;258;195117,37
202310;1;SE;52072;C6 BANK;31;24875,75
202310;1;SE;51626;CAIXA ECONÔMICA FEDERAL;165;115120,16
202310;1;SE;51884;INTER;606;409226,09
202310;1;SE;10069;ITAU;77;59503,75
202310;1;SE;52058;NUBANK;838;506119,07
202310;1;SE;30379;SANTANDER;103;70472,14
202310;1;SE;51011;VOTORANTIM;4;2080,28
202310;1;SP;51750;BANCO SICOOB;26;20027,97
202310;1;SP;49906;BB;1263;747015,87
202310;1;SP;30290;BMG;3189;2532812,41
202310;1;SP;10045;BRADESCO;4226;2811138,43
202310;1;SP;49944;BTG PACTUAL;6726;5198825,93
202310;1;SP;52072;C6 BANK;1238;799230,81
202310;1;SP;51626;CAIXA ECONÔMICA FEDERAL;2533;1657654,09
202310;1;SP;51884;INTER;11501;8628876,92
202310;1;SP;10069;ITAU;6025;4226671,96
202310;1;SP;52058;NUBANK;20620;13219431,81
202310;1;SP;30379;SANTANDER;4925;3376886,66
202310;1;SP;3632872;SICOOB CREDISUL;1;608,17
202310;1;SP;51011;VOTORANTIM;237;204513,97
202310;1;TO;51750;BANCO SICOOB;1;387,71
202310;1;TO;49906;BB;67;29971,24
202310;1;TO;30290;BMG;58;33915,96
202310;1;TO;10045;BRADESCO;57;37961,59
202310;1;TO;49944;BTG PACTUAL;106;72123,71
202310;1;TO;52072;C6 BANK;17;11380,88
202310;1;TO;51626;CAIXA ECONÔMICA FEDERAL;51;33748,42
202310;1;TO;51884;INTER;262;185028,04
202310;1;TO;10069;ITAU;45;34736,45
202310;1;TO;52058;NUBANK;445;264203,91
202310;1;TO;30379;SANTANDER;26;16138,34
202310;1;TO;51011;VOTORANTIM;1;585,91
202310;2;AC;49906;BB;42;532481,79
202310;2;AC;17351180;BCO TRIANGULO S.A.;36;51858,64
202310;2;AC;10045;BRADESCO;9;31475,33
202310;2;AC;51626;CAIXA ECONÔMICA FEDERAL;23;48550,07
202310;2;AC;10069;ITAU;19;77770,12
202310;2;AC;30379;SANTANDER;34;169757,21
202310;2;AC;51011;VOTORANTIM;7;63198,53
202310;2;AL;49906;BB;96;424289,92
202310;2;AL;17351180;BCO TRIANGULO S.A.;39;46406,45
202310;2;AL;10045;BRADESCO;41;342452,33
202310;2;AL;49944;BTG PACTUAL;5;17558,75
202310;2;AL;51626;CAIXA ECONÔMICA FEDERAL;91;130830,84
202310;2;AL;51884;INTER;9;56692,95
202310;2;AL;10069;ITAU;207;706883,84
202310;2;AL;30379;SANTANDER;201;901898,21
202310;2;AL;51011;VOTORANTIM;21;112384,65
202310;2;AM;49906;BB;78;590165,16
202310;2;AM;17351180;BCO TRIANGULO S.A.;76;92064,40
202310;2;AM;10045;BRADESCO;229;2694447,67
202310;2;AM;49944;BTG PACTUAL;10;40860,82
202310;2;AM;51626;CAIXA ECONÔMICA FEDERAL;50;68586,57
202310;2;AM;51884;INTER;12;76205,13
202310;2;AM;10069;ITAU;219;581498,43
202310;2;AM;30379;SANTANDER;289;1391961,44
202310;2;AM;51011;VOTORANTIM;21;168309,67
202310;2;AP;49906;BB;64;432085,08
202310;2;AP;17351180;BCO TRIANGULO S.A.;9;12697,26
202310;2;AP;10045;BRADESCO;17;150498,73
202310;2;AP;49944;BTG PACTUAL;2;5192,70
202310;2;AP;51626;CAIXA ECONÔMICA FEDERAL;10;7750,73
202310;2;AP;51884;INTER;1;2109,36
202310;2;AP;10069;ITAU;27;76714,91
202310;2;AP;30379;SANTANDER;48;332209,31
202310;2;AP;51011;VOTORANTIM;2;4822,36
202310;2;BA;49906;BB;475;3220034,95
202310;2;BA;13009717;BCO DO EST. DE SE S.A.;2;3290,59
202310;2;BA;17351180;BCO TRIANGULO S.A.;122;164651,46
202310;2;BA;10045;BRADESCO;371;4150023,81
202310;2;BA;49944;BTG PACTUAL;12;37084,49
202310;2;BA;51626;CAIXA ECONÔMICA FEDERAL;329;432470,67
202310;2;BA;51884;INTER;24;86211,48
202310;2;BA;10069;ITAU;1000;3069661,44
202310;2;BA;30379;SANTANDER;1138;6617739,46
202310;2;BA;51011;VOTORANTIM;62;325728,10
202310;2;CE;49906;BB;294;2771378,35
202310;2;CE;17351180;BCO TRIANGULO S.A.;59;70115,55
202310;2;CE;10045;BRADESCO;242;3121727,62
202310;2;CE;49944;BTG PACTUAL;7;54218,98
202310;2;CE;51626;CAIXA ECONÔMICA FEDERAL;194;267170,09
202310;2;CE;51884;INTER;22;98970,62
202310;2;CE;10069;ITAU;487;1491465,86
202310;2;CE;30379;SANTANDER;614;3248678,30
202310;2;CE;51011;VOTORANTIM;53;244320,86
202310;2;DF;49906;BB;99;643558,23
202310;2;DF;17351180;BCO TRIANGULO S.A.;31;41230,86
202310;2;DF;10045;BRADESCO;82;1331211,91
202310;2;DF;49944;BTG PACTUAL;6;45192,47
202310;2;DF;51626;CAIXA ECONÔMICA FEDERAL;133;266721,33
202310;2;DF;51884;INTER;14;66920,90
202310;2;DF;10069;ITAU;298;958639,07
202310;2;DF;30379;SANTANDER;324;2428949,56
202310;2;DF;51011;VOTORANTIM;38;172332,22
202310;2;ES;49906;BB;83;489251,94
202310;2;ES;17351180;BCO TRIANGULO S.A.;35;62097,53
202310;2;ES;10045;BRADESCO;64;598944,33
202310;2;ES;49944;BTG PACTUAL;8;36266,87
202310;2;ES;51626;CAIXA ECONÔMICA FEDERAL;93;164171,05
202310;2;ES;51884;INTER;13;61482,08
202310;2;ES;10069;ITAU;202;652007,93
202310;2;ES;30379;SANTANDER;292;1543076,77
202310;2;ES;51011;VOTORANTIM;32;174515,43
202310;2;GO;49906;BB;201;1444834,76
202310;2;GO;17351180;BCO TRIANGULO S.A.;39;42205,74
202310;2;GO;10045;BRADESCO;193;2603208,30
202310;2;GO;49944;BTG PACTUAL;9;24528,62
202310;2;GO;51626;CAIXA ECONÔMICA FEDERAL;283;515207,14
202310;2;GO;51884;INTER;13;45203,59
202310;2;GO;10069;ITAU;536;1576491,37
202310;2;GO;30379;SANTANDER;412;2863287,54
202310;2;GO;51011;VOTORANTIM;69;556177,66
202310;2;MA;49906;BB;331;2066382,91
202310;2;MA;17351180;BCO TRIANGULO S.A.;39;62885,12
202310;2;MA;10045;BRADESCO;146;1381387,24
202310;2;MA;49944;BTG PACTUAL;9;25607,75
202310;2;MA;51626;CAIXA ECONÔMICA FEDERAL;88;126533,64
202310;2;MA;51884;INTER;4;22151,81
202310;2;MA;10069;ITAU;158;385050,27
202310;2;MA;30379;SANTANDER;298;1471592,40
202310;2;MA;51011;VOTORANTIM;35;273918,03
202310;2;MG;49906;BB;528;4080583,82
202310;2;MG;17351180;BCO TRIANGULO S.A.;166;170842,30
202310;2;MG;10045;BRADESCO;413;4921808,57
202310;2;MG;49944;BTG PACTUAL;30;209386,57
202310;2;MG;51626;CAIXA ECONÔMICA FEDERAL;525;755136,76
202310;2;MG;51884;INTER;78;456638,67
202310;2;MG;10069;ITAU;1405;4233088,08
202310;2;MG;30379;SANTANDER;1585;10608356,56
202310;2;MG;51011;VOTORANTIM;211;965065,39
202310;2;MS;49906;BB;128;1225744,83
202310;2;MS;17351180;BCO TRIANGULO S.A.;39;51840,53
202310;2;MS;10045;BRADESCO;134;1756317,68
202310;2;MS;49944;BTG PACTUAL;3;15058,68
202310;2;MS;51626;CAIXA ECONÔMICA FEDERAL;73;150477,23
202310;2;MS;51884;INTER;6;18472,85
202310;2;MS;10069;ITAU;188;583400,30
202310;2;MS;30379;SANTANDER;267;1548155,74
202310;2;MS;51011;VOTORANTIM;69;453662,42
202310;2;MT;49906;BB;193;1615506,62
202310;2;MT;17351180;BCO TRIANGULO S.A.;24;28466,94
202310;2;MT;10045;BRADESCO;118;1468394,41
202310;2;MT;49944;BTG PACTUAL;4;11346,44
202310;2;MT;51626;CAIXA ECONÔMICA FEDERAL;84;154518,07
202310;2;MT;51884;INTER;10;56558,73
202310;2;MT;10069;ITAU;156;502034,59
202310;2;MT;30379;SANTANDER;225;1314634,98
202310;2;MT;51011;VOTORANTIM;53;354179,51
202310;2;PA;49906;BB;271;1629319,85
202310;2;PA;17351180;BCO TRIANGULO S.A.;110;125913,86
202310;2;PA;10045;BRADESCO;165;1924537,76
202310;2;PA;49944;BTG PACTUAL;5;12662,45
202310;2;PA;51626;CAIXA ECONÔMICA FEDERAL;138;175599,14
202310;2;PA;51884;INTER;19;79435,24
202310;2;PA;10069;ITAU;249;810659,96
202310;2;PA;30379;SANTANDER;453;2428813,43
202310;2;PA;51011;VOTORANTIM;44;346989,05
202310;2;PB;49906;BB;161;1125104,23
202310;2;PB;17351180;BCO TRIANGULO S.A.;53;55129,39
202310;2;PB;10045;BRADESCO;110;1330378,50
202310;2;PB;49944;BTG PACTUAL;5;7174,84
202310;2;PB;51626;CAIXA ECONÔMICA FEDERAL;105;198340,38
202310;2;PB;51884;INTER;9;22566,28
202310;2;PB;10069;ITAU;288;941380,69
202310;2;PB;30379;SANTANDER;253;1127033,49
202310;2;PB;51011;VOTORANTIM;39;270465,47
202310;2;PE;49906;BB;250;1525660,48
202310;2;PE;17351180;BCO TRIANGULO S.A.;85;69625,02
202310;2;PE;10045;BRADESCO;251;3864661,44
202310;2;PE;49944;BTG PACTUAL;9;21269,61
202310;2;PE;51626;CAIXA ECONÔMICA FEDERAL;155;189113,03
202310;2;PE;51884;INTER;16;81031,92
202310;2;PE;10069;ITAU;740;2160247,15
202310;2;PE;30379;SANTANDER;757;4485648,82
202310;2;PE;51011;VOTORANTIM;60;363859,14
202310;2;PI;49906;BB;194;1158578,44
202310;2;PI;17351180;BCO TRIANGULO S.A.;17;20310,94
202310;2;PI;10045;BRADESCO;54;426357,77
202310;2;PI;49944;BTG PACTUAL;1;774,29
202310;2;PI;51626;CAIXA ECONÔMICA FEDERAL;100;165011,24
202310;2;PI;51884;INTER;2;4893,33
202310;2;PI;10069;ITAU;102;289528,75
202310;2;PI;30379;SANTANDER;144;559638,66
202310;2;PI;51011;VOTORANTIM;30;235045,83
202310;2;PR;49906;BB;248;2214387,04
202310;2;PR;17351180;BCO TRIANGULO S.A.;101;195432,31
202310;2;PR;10045;BRADESCO;320;5419234,19
202310;2;PR;49944;BTG PACTUAL;18;225060,37
202310;2;PR;51626;CAIXA ECONÔMICA FEDERAL;375;722914,57
202310;2;PR;51884;INTER;24;119529,25
202310;2;PR;10069;ITAU;973;2929591,48
202310;2;PR;30379;SANTANDER;930;6844997,64
202310;2;PR;51011;VOTORANTIM;195;1194584,87
202310;2;RJ;49906;BB;293;2112898,99
202310;2;RJ;17351180;BCO TRIANGULO S.A.;138;263124,34
202310;2;RJ;10045;BRADESCO;668;9764587,28
202310;2;RJ;49944;BTG PACTUAL;36;186138,52
202310;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;389;612867,45
202310;2;RJ;51884;INTER;51;344431,31
202310;2;RJ;10069;ITAU;2912;7433255,18
202310;2;RJ;30379;SANTANDER;2578;17986810,93
202310;2;RJ;51011;VOTORANTIM;213;1281774,29
202310;2;RN;49906;BB;164;1051072,63
202310;2;RN;17351180;BCO TRIANGULO S.A.;61;55036,67
202310;2;RN;10045;BRADESCO;59;644334,68
202310;2;RN;49944;BTG PACTUAL;7;11044,76
202310;2;RN;51626;CAIXA ECONÔMICA FEDERAL;82;140570,08
202310;2;RN;51884;INTER;9;22059,16
202310;2;RN;10069;ITAU;222;575631,24
202310;2;RN;30379;SANTANDER;256;1266775,41
202310;2;RN;51011;VOTORANTIM;34;161736,08
202310;2;RO;49906;BB;75;507047,05
202310;2;RO;17351180;BCO TRIANGULO S.A.;20;19357,55
202310;2;RO;10045;BRADESCO;38;802270,18
202310;2;RO;49944;BTG PACTUAL;3;39757,34
202310;2;RO;51626;CAIXA ECONÔMICA FEDERAL;50;102726,10
202310;2;RO;51884;INTER;5;29711,72
202310;2;RO;10069;ITAU;45;150634,21
202310;2;RO;30379;SANTANDER;96;559903,99
202310;2;RO;51011;VOTORANTIM;16;55866,87
202310;2;RR;49906;BB;46;680225,03
202310;2;RR;17351180;BCO TRIANGULO S.A.;2;3529,72
202310;2;RR;10045;BRADESCO;13;229188,91
202310;2;RR;49944;BTG PACTUAL;1;2005,43
202310;2;RR;51626;CAIXA ECONÔMICA FEDERAL;9;5232,87
202310;2;RR;51884;INTER;2;6932,49
202310;2;RR;10069;ITAU;18;54637,78
202310;2;RR;30379;SANTANDER;37;156665,34
202310;2;RR;51011;VOTORANTIM;6;42383,43
202310;2;RS;49906;BB;230;1395106,52
202310;2;RS;17351180;BCO TRIANGULO S.A.;87;116226,28
202310;2;RS;10045;BRADESCO;152;1775901,76
202310;2;RS;49944;BTG PACTUAL;13;78167,30
202310;2;RS;51626;CAIXA ECONÔMICA FEDERAL;394;740005,00
202310;2;RS;51884;INTER;23;92255,79
202310;2;RS;10069;ITAU;842;2193717,76
202310;2;RS;30379;SANTANDER;865;4668270,08
202310;2;RS;51011;VOTORANTIM;135;927259,78
202310;2;SC;49906;BB;243;1874201,10
202310;2;SC;17351180;BCO TRIANGULO S.A.;78;84390,28
202310;2;SC;10045;BRADESCO;214;3254409,17
202310;2;SC;49944;BTG PACTUAL;9;86552,24
202310;2;SC;51626;CAIXA ECONÔMICA FEDERAL;247;437177,37
202310;2;SC;51884;INTER;21;123306,34
202310;2;SC;10069;ITAU;545;1802423,47
202310;2;SC;30379;SANTANDER;505;2954125,33
202310;2;SC;51011;VOTORANTIM;132;927015,28
202310;2;SE;49906;BB;75;343446,89
202310;2;SE;13009717;BCO DO EST. DE SE S.A.;32;251060,52
202310;2;SE;17351180;BCO TRIANGULO S.A.;9;6404,63
202310;2;SE;10045;BRADESCO;21;93435,95
202310;2;SE;49944;BTG PACTUAL;1;1637,42
202310;2;SE;51626;CAIXA ECONÔMICA FEDERAL;63;72100,98
202310;2;SE;51884;INTER;6;21407,35
202310;2;SE;10069;ITAU;159;415070,48
202310;2;SE;30379;SANTANDER;134;750896,40
202310;2;SE;51011;VOTORANTIM;13;119291,08
202310;2;SP;49906;BB;1006;7952731,96
202310;2;SP;17351180;BCO TRIANGULO S.A.;304;413701,55
202310;2;SP;10045;BRADESCO;2250;28695687,49
202310;2;SP;49944;BTG PACTUAL;107;600974,42
202310;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1177;1836367,82
202310;2;SP;51884;INTER;156;743972,63
202310;2;SP;10069;ITAU;6603;18868884,25
202310;2;SP;30379;SANTANDER;6626;43849503,44
202310;2;SP;51011;VOTORANTIM;900;5365492,96
202310;2;TO;49906;BB;94;603702,58
202310;2;TO;17351180;BCO TRIANGULO S.A.;6;4714,53
202310;2;TO;10045;BRADESCO;34;366361,85
202310;2;TO;49944;BTG PACTUAL;1;1792,18
202310;2;TO;51626;CAIXA ECONÔMICA FEDERAL;32;36929,39
202310;2;TO;51884;INTER;1;5120,23
202310;2;TO;10069;ITAU;24;75629,76
202310;2;TO;30379;SANTANDER;53;265186,01
202310;2;TO;51011;VOTORANTIM;15;114396,92
202311;1;AC;49906;BB;155;146829,13
202311;1;AC;30290;BMG;112;127483,38
202311;1;AC;10045;BRADESCO;34;40225,52
202311;1;AC;31976;BRB;1;753,30
202311;1;AC;49944;BTG PACTUAL;103;126070,26
202311;1;AC;51626;CAIXA ECONÔMICA FEDERAL;134;144326,47
202311;1;AC;51884;INTER;169;190301,14
202311;1;AC;10069;ITAU;44;44121,10
202311;1;AC;52058;NUBANK;470;475339,34
202311;1;AC;30379;SANTANDER;63;57490,25
202311;1;AC;3632872;SICOOB CREDISUL;7;12599,35
202311;1;AC;51011;VOTORANTIM;4;5259,56
202311;1;AL;51750;BANCO SICOOB;5;8320,07
202311;1;AL;30173;BANRISUL;3;3089,65
202311;1;AL;49906;BB;257;202949,90
202311;1;AL;30290;BMG;541;561294,59
202311;1;AL;10045;BRADESCO;134;115240,90
202311;1;AL;31976;BRB;8;7170,91
202311;1;AL;49944;BTG PACTUAL;362;357012,22
202311;1;AL;52072;C6 BANK;4;2884,71
202311;1;AL;51626;CAIXA ECONÔMICA FEDERAL;443;379771,69
202311;1;AL;51884;INTER;902;925539,33
202311;1;AL;10069;ITAU;137;132553,00
202311;1;AL;52058;NUBANK;1097;905195,73
202311;1;AL;30379;SANTANDER;180;163317,73
202311;1;AL;51011;VOTORANTIM;20;23485,68
202311;1;AM;51750;BANCO SICOOB;6;6218,79
202311;1;AM;30173;BANRISUL;1;989,83
202311;1;AM;49906;BB;351;353212,67
202311;1;AM;30290;BMG;681;896275,79
202311;1;AM;10045;BRADESCO;680;714784,42
202311;1;AM;31976;BRB;12;11742,04
202311;1;AM;49944;BTG PACTUAL;910;1188182,03
202311;1;AM;52072;C6 BANK;2;2701,61
202311;1;AM;51626;CAIXA ECONÔMICA FEDERAL;846;946234,44
202311;1;AM;2282709;COOP CENTRO NORTE BRASILEIRO;4;10446,71
202311;1;AM;51884;INTER;1613;2076833,68
202311;1;AM;10069;ITAU;632;756807,53
202311;1;AM;52058;NUBANK;3032;3178154,04
202311;1;AM;30379;SANTANDER;488;549554,83
202311;1;AM;5203605;SICOOB AMAZÔNIA;6;7592,07
202311;1;AM;3632872;SICOOB CREDISUL;1;709,33
202311;1;AM;51011;VOTORANTIM;30;43554,64
202311;1;AP;49906;BB;121;98443,29
202311;1;AP;30290;BMG;78;87616,38
202311;1;AP;10045;BRADESCO;16;17335,57
202311;1;AP;31976;BRB;2;874,68
202311;1;AP;49944;BTG PACTUAL;95;110492,80
202311;1;AP;52072;C6 BANK;1;241,47
202311;1;AP;51626;CAIXA ECONÔMICA FEDERAL;58;78037,24
202311;1;AP;51884;INTER;214;217090,28
202311;1;AP;10069;ITAU;47;41789,83
202311;1;AP;52058;NUBANK;278;233000,88
202311;1;AP;30379;SANTANDER;67;65675,89
202311;1;AP;51011;VOTORANTIM;4;5245,41
202311;1;BA;51750;BANCO SICOOB;22;26317,80
202311;1;BA;30173;BANRISUL;11;8713,69
202311;1;BA;49906;BB;1249;1119343,45
202311;1;BA;30290;BMG;1912;2281957,41
202311;1;BA;10045;BRADESCO;1028;1014256,57
202311;1;BA;31976;BRB;31;36349,22
202311;1;BA;49944;BTG PACTUAL;1828;2021333,21
202311;1;BA;52072;C6 BANK;13;11937,91
202311;1;BA;51626;CAIXA ECONÔMICA FEDERAL;2007;1878381,35
202311;1;BA;4174720;CC SICOOB COOPEMAR;2;1209,79
202311;1;BA;4321309;CC SICOOB CRED EXECUTIVO;2;3437,08
202311;1;BA;2528151;CC SICOOB CREDCOOP;1;556,90
202311;1;BA;2282165;CC SICOOB CREDICONQUISTA;4;7957,87
202311;1;BA;2876918;CC SICOOB NORTE SUL;3;1681,92
202311;1;BA;51884;INTER;3362;3703708,49
202311;1;BA;10069;ITAU;979;1016141,82
202311;1;BA;52058;NUBANK;5450;5012225,02
202311;1;BA;30379;SANTANDER;1054;1002030,38
202311;1;BA;73398646;SOC CC SICOOB COOPERE;7;10428,64
202311;1;BA;51011;VOTORANTIM;84;92291,34
202311;1;CE;51750;BANCO SICOOB;6;3802,75
202311;1;CE;30173;BANRISUL;4;2394,24
202311;1;CE;49906;BB;1092;924325,77
202311;1;CE;30290;BMG;1450;1595559,29
202311;1;CE;10045;BRADESCO;867;829194,35
202311;1;CE;31976;BRB;14;11781,61
202311;1;CE;49944;BTG PACTUAL;1381;1488554,97
202311;1;CE;52072;C6 BANK;2;1300,65
202311;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1471;1395724,35
202311;1;CE;51884;INTER;3341;3496639,90
202311;1;CE;10069;ITAU;727;709399,58
202311;1;CE;52058;NUBANK;4809;4319243,20
202311;1;CE;30379;SANTANDER;857;831459,02
202311;1;CE;51011;VOTORANTIM;77;84684,60
202311;1;DF;51750;BANCO SICOOB;15;15001,58
202311;1;DF;30173;BANRISUL;7;11167,84
202311;1;DF;49906;BB;550;519831,80
202311;1;DF;30290;BMG;860;1148909,71
202311;1;DF;10045;BRADESCO;147;147341,69
202311;1;DF;31976;BRB;256;294226,68
202311;1;DF;49944;BTG PACTUAL;789;1020248,27
202311;1;DF;52072;C6 BANK;3;2442,40
202311;1;DF;51626;CAIXA ECONÔMICA FEDERAL;660;734322,04
202311;1;DF;1187961;CC DISTRITO FEDERAL E ENTORNO;6;7692,83
202311;1;DF;37079720;CCLA SICOOB CREDIJUSTRA;1;4755,08
202311;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;3;3258,29
202311;1;DF;51884;INTER;1836;2260214,20
202311;1;DF;10069;ITAU;439;530439,88
202311;1;DF;52058;NUBANK;2316;2266399,48
202311;1;DF;30379;SANTANDER;397;431091,75
202311;1;DF;3632872;SICOOB CREDISUL;1;556,76
202311;1;DF;51011;VOTORANTIM;24;29638,88
202311;1;ES;51750;BANCO SICOOB;87;81552,62
202311;1;ES;30173;BANRISUL;3;5303,68
202311;1;ES;49906;BB;197;186656,51
202311;1;ES;30290;BMG;601;754555,09
202311;1;ES;10045;BRADESCO;104;112153,18
202311;1;ES;31976;BRB;5;2345,62
202311;1;ES;49944;BTG PACTUAL;479;659347,59
202311;1;ES;51626;CAIXA ECONÔMICA FEDERAL;516;553512,63
202311;1;ES;51884;INTER;1056;1426626,26
202311;1;ES;10069;ITAU;293;331877,93
202311;1;ES;52058;NUBANK;1452;1418591,47
202311;1;ES;30379;SANTANDER;279;323755,93
202311;1;ES;3632872;SICOOB CREDISUL;1;2319,67
202311;1;ES;51011;VOTORANTIM;19;30454,59
202311;1;GO;51750;BANCO SICOOB;27;40291,20
202311;1;GO;30173;BANRISUL;1;695,71
202311;1;GO;49906;BB;397;402287,45
202311;1;GO;30290;BMG;926;1181958,88
202311;1;GO;10045;BRADESCO;280;293697,74
202311;1;GO;31976;BRB;69;116498,55
202311;1;GO;49944;BTG PACTUAL;920;1121947,14
202311;1;GO;52072;C6 BANK;3;5485,30
202311;1;GO;51626;CAIXA ECONÔMICA FEDERAL;779;727009,26
202311;1;GO;1187961;CC DISTRITO FEDERAL E ENTORNO;1;1195,65
202311;1;GO;33579731;CCLA CENTRO-SUL GOIANO;3;5742,99
202311;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;2;1614,69
202311;1;GO;694877;COOP SICOOB EXECUTIVO LTDA.;4;2589,73
202311;1;GO;51884;INTER;1754;2180404,57
202311;1;GO;10069;ITAU;648;738784,39
202311;1;GO;52058;NUBANK;2427;2265422,61
202311;1;GO;30379;SANTANDER;455;498813,50
202311;1;GO;73398646;SOC CC SICOOB COOPERE;1;2601,63
202311;1;GO;51011;VOTORANTIM;43;59740,97
202311;1;MA;51750;BANCO SICOOB;6;6616,30
202311;1;MA;30173;BANRISUL;3;1169,94
202311;1;MA;49906;BB;746;571255,87
202311;1;MA;30290;BMG;531;658479,60
202311;1;MA;10045;BRADESCO;284;249987,71
202311;1;MA;31976;BRB;5;2492,04
202311;1;MA;49944;BTG PACTUAL;504;548688,67
202311;1;MA;52072;C6 BANK;3;3343,00
202311;1;MA;51626;CAIXA ECONÔMICA FEDERAL;494;439514,77
202311;1;MA;51884;INTER;1085;1146864,71
202311;1;MA;10069;ITAU;234;230783,98
202311;1;MA;52058;NUBANK;1975;1695992,78
202311;1;MA;30379;SANTANDER;281;286645,61
202311;1;MA;51011;VOTORANTIM;18;23762,50
202311;1;MG;51750;BANCO SICOOB;217;271549,99
202311;1;MG;30173;BANRISUL;9;14147,85
202311;1;MG;49906;BB;1216;1143695,19
202311;1;MG;30290;BMG;4095;5131129,37
202311;1;MG;10045;BRADESCO;913;963049,09
202311;1;MG;31976;BRB;24;26163,84
202311;1;MG;49944;BTG PACTUAL;2326;2949061,45
202311;1;MG;52072;C6 BANK;9;9393,03
202311;1;MG;51626;CAIXA ECONÔMICA FEDERAL;2983;3135954,97
202311;1;MG;2466552;CC SICOOB VALE SUL;2;1619,95
202311;1;MG;65239402;CC UNIÃO DO CENTRO OESTE DE MINAS;3;6038,11
202311;1;MG;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1954,62
202311;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;11;13417,51
202311;1;MG;64480833;CCLA MARTINHO CAMPOS;1;1454,12
202311;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;2;2073,63
202311;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;9;13422,96
202311;1;MG;19402130;CECM EMPR EST HOSP BH RM ZM;1;762,14
202311;1;MG;51884;INTER;7894;8850943,63
202311;1;MG;10069;ITAU;2074;2176409,69
202311;1;MG;52058;NUBANK;7168;7124559,19
202311;1;MG;30379;SANTANDER;1470;1461119,49
202311;1;MG;51011;VOTORANTIM;88;113148,99
202311;1;MS;51750;BANCO SICOOB;16;13790,73
202311;1;MS;30173;BANRISUL;3;1629,38
202311;1;MS;49906;BB;387;385819,31
202311;1;MS;30290;BMG;644;800570,67
202311;1;MS;10045;BRADESCO;348;387135,90
202311;1;MS;31976;BRB;5;5140,73
202311;1;MS;49944;BTG PACTUAL;563;684365,49
202311;1;MS;52072;C6 BANK;4;4057,81
202311;1;MS;51626;CAIXA ECONÔMICA FEDERAL;637;696524,18
202311;1;MS;51884;INTER;838;963591,39
202311;1;MS;10069;ITAU;224;276554,78
202311;1;MS;52058;NUBANK;1883;1771808,16
